NHPD Property ID,Property Name,Property Address,City,State,Zip,CBSACode,CBSA Type,County,County Code,Census Tract,CongressionalDistrict,Latitude,Longitude,PropertyStatus,Active Subsidies,TotalInconclusiveSubsidies,TotalInactiveSubsidies,Total Units,EarliestStartDate,EarliestEndDate,LatestEndDate,Owner,Owner Type,ManagerName,ManagerType,HUD Property ID,ReacScore1,ReacScore1Date,ReacScore2,ReacScore2Date,ReacScore3,ReacScore3Date,0-1 BedroomUnits,TwoBedroomUnits,ThreePlusBedroomUnits,Percent of ELI Households,TargetTenantType,FairMarketRent_2BR,EarliestConstructionDate,LatestConstructionDate,Occupancy Rate,AverageMonthsOfTenancy,NumberActiveSection8,NumberInconclusiveSection8,NumberInactiveSection8,S8_1_ID,S8_1_Status,S8_1_ProgramName,S8_1_RenewalStatus,S8_1_StartDate,S8_1_EndDate,S8_1_AssistedUnits,S8_1_RentToFMR,S8_1_InacStatusDesc,S8_2_ID,S8_2_Status,S8_2_ProgramName,S8_2_RenewalStatus,S8_2_StartDate,S8_2_EndDate,S8_2_AssistedUnits,S8_2_RentToFMR,S8_2_InacStatusDesc,NumberActiveSection202,NumberInconclusiveSection202,NumberInactiveSection202,S202_1_ID,S202_1_Status,S202_1_ProgramName,S202_1_StartDate,S202_1_EndDate,S202_1_AssistedUnits,S202_1_PrincipalBalance,S202_1_InacStatusDesc,S202_2_ID,S202_2_Status,S202_2_ProgramName,S202_2_StartDate,S202_2_EndDate,S202_2_AssistedUnits,S202_2_PrincipalBalance,S202_2_InacStatusDesc,NumberActiveSection236,NumberInconclusiveSection236,NumberInactiveSection236,S236_1_ID,S236_1_Status,S236_1_ProgramName,S236_1_StartDate,S236_1_EndDate,S236_1_AssistedUnits,S236_1_InacStatusDesc,S236_2_ID,S236_2_Status,S236_2_ProgramName,S236_2_StartDate,S236_2_EndDate,S236_2_AssistedUnits,S236_2_InacStatusDesc,NumberActiveHUDInsured,NumberInconclusiveHUDInsured,NumberInactiveHud,FHA_1_ID,FHA_1_Status,FHA_1_ProgramName,FHA_1_StartDate,FHA_1_EndDate,FHA_1_AssistedUnits,FHA_1_PrincipalBalance,FHA_1_InacStatusDesc,FHA_2_ID,FHA_2_Status,FHA_2_ProgramName,FHA_2_StartDate,FHA_2_EndDate,FHA_2_AssistedUnits,FHA_2_PrincipalBalance,FHA_1_InacStatusDesc,NumberActiveLihtc,NumberInconclusiveLihtc,NumberInactiveLihtc,LIHTC_1_ID,LIHTC_1_Status,LIHTC_1_ProgramName,LIHTC_1_StartDate,LIHTC_1_EndDate,LIHTC_1_AssistedUnits,LIHTC_1_ConstructionType,LIHTC_1_InacStatusDesc,LIHTC_2_ID,LIHTC_2_Status,LIHTC_2_ProgramName,LIHTC_2_StartDate,LIHTC_2_EndDate,LIHTC_2_AssistedUnits,LIHTC_2_ConstructionType,LIHTC_2_InacStatusDesc,NumberActiveSection515,NumberInconclusiveSection515,NumberInactiveSection515,RHS515_1_ID,RHS515_1_Status,RHS515_1_ProgramName,RHS515_1_StartDate,RHS515_1_EndDate,RHS515_1_AssistedUnits,RHS515_1_PrincipalBalance,RHS515_1_InacStatusDesc,RHS515_2_ID,RHS515_2_Status,RHS515_2_ProgramName,RHS515_2_StartDate,RHS515_2_EndDate,RHS515_2_AssistedUnits,RHS515_2_PrincipalBalance,RHS515_1_InacStatusDesc,NumberActiveSection536,NumberInconclusiveSection536,NumberInactiveSection536,RHS538_1_ID,RHS538_1_Status,RHS538_1_ProgramName,RHS538_1_StartDate,RHS538_1_EndDate,RHS538_1_AssistedUnits,RHS538_1_PrincipalBalance,RHS538_1_InacStatusDesc,RHS538_2_ID,RHS538_2_Status,RHS538_2_ProgramName,RHS538_2_StartDate,RHS538_2_EndDate,RHS538_2_AssistedUnits,RHS538_2_PrincipalBalance,RHS538_2_InacStatusDesc,NumberActiveHome,NumberInconclusiveHome,NumberInactiveHome,HOME_1_ID,HOME_1_Status,HOME_1_ProgramName,HOME_1_StartDate,HOME_1_EndDate,HOME_1_AssistedUnits,HOME_1_ConstructionType,HOME_1_InacStatusDesc,HOME_2_ID,HOME_2_Status,HOME_2_ProgramName,HOME_2_StartDate,HOME_2_EndDate,HOME_2_AssistedUnits,HOME_2_ConstructionType,HOME_2_InacStatusDesc,NumberActivePublicHousing,NumberInconclusivePublicHousing,NumberInactivePublicHousing,PH_1_ID,PH_1_Status,PH_1_ProgramName,PH_1_StartDate,PH_1_EndDate,PH_1_AssistedUnits,PH_1_InacStatusDesc,PH_1_PhaCode,PH_2_ID,PH_2_Status,PH_2_ProgramName,PH_2_StartDate,PH_2_EndDate,PH_2_AssistedUnits,PH_2_InacStatusDesc,PH_2_PhaCode,NumberActiveState,NumberInconclusiveState,NumberInactiveState,State_1_ID,State_1_Status,State_1_ProgramName,State_1_StartDate,State_1_EndDate,State_1_AssistedUnits,State_1_InacStatusDesc,State_1_ConstructionType,State_2_ID,State_2_Status,State_2_ProgramName,State_2_StartDate,State_2_EndDate,State_2_AssistedUnits,State_2_InacStatusDesc,State_2_ConstructionType,Old NHPD Property ID
1021738,WRAY COURT (RAD),400 N Glynn St,Milledgeville,GA,31061-2643,33300,Micropolitan Statistical Area,Baldwin,13009,13009970500,10,33.081022,-83.243105,Active,2,0,0,149,7/1/2018,6/30/2038,7/1/2053,ELITE CHOICE PROPERTIES INC,Non-Profit,MILLEDGEVILLE HOUSING AUTHORITY,Limited Dividend,800245824,,,,,,,62,46,41,71,,730,,,93,81,1,0,0,GA06RD00047,Active,RAD PH Conv,,7/1/2018,6/30/2038,149,84.4,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,1,0,0,6111389,Active,207/ 223(F) PUR/ REFIN HSG,8/1/2018,7/1/2053,149,3339606.54,,,,,,,,3339606.54,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
1018470,GIBB BAINBRIDGE VILLAGE,107 DOLLAR DR,BAINBRIDGE,GA,31717,12460,Micropolitan Statistical Area,Decatur,13087,13087970700,02,30.854114,-84.617233,Active,1,0,0,20,7/10/2018,7/9/2038,7/9/2038,GIBB BAINBRIDGE VILLAGE INC,Non-Profit,THE COLUMBIA PROPERTY GROUP INC,Profit Motivated,800064853,98b,02/10/2017,98b,02/10/2017,98b,02/09/2017,10,9,0,67,Disabled,674,1/1/1996,1/1/1996,97,80,1,0,0,GA06Q961002,Active,PRAC/811,,7/10/2018,7/9/2038,19,107.78,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
1014980,BIG BETHEL TOWER,210 Auburn Ave NE,Atlanta,GA,30303-2610,12060,Metropolitan Statistical Area,Fulton,13121,13121002800,05,33.756086,-84.380777,Active,2,0,2,182,5/1/1973,7/31/2038,5/1/2060,BIG BETHEL TOWERS,Non-Profit,DORCHESTER MANAGEMENT LLC,Profit Motivated,800004630,93b,10/13/2015,93b,10/13/2015,93b,10/11/2015,105,75,0,76,Family,1090,1/1/1981,1/1/1981,83,124,1,0,0,GA06M000162,Active,LMSA,2: Request Renewal Without Restructuring at or Below Comparable Rents,8/1/2018,7/31/2038,180,88.8,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,1,0,2,6135879,Active,221(D)(4) MKT RATE MOD INC/ DISP FAMS,6/1/2020,5/1/2060,180,14888500,,,,,,,,14888500,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
1021563,STONE RIDGE APARTMENTS,4590 Fairmount Hwy SE,Calhoun,GA,30701-4292,15660,Micropolitan Statistical Area,Gordon,13129,13129970500,14,34.4972,-84.9293,Active,2,1,0,64,11/9/2017,7/31/2038,11/9/2057,STONE RIDGE APTS LIMITED PARTNERSHIP,Profit Motivated,ROYAL AMERICAN MANAGEMENT INC,Profit Motivated,800247831,,,,,,,8,28,28,,Mixed,661,,,,,1,0,0,GA06RDD1328,Active,811 PRA DEMO,,8/1/2018,7/31/2038,6,20.33,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,1,0,GAA0000X125,Inconclusive,TCEP,,,,,End Date Missing,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,,Active,RHS 538,11/9/2017,11/9/2057,64,1250000,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
1038087,TOCCOA PINES,1 Mulkey Rd,TOCCOA,GA,30577,45740,Micropolitan Statistical Area,Stephens,13257,13257970100,09,34.5896,-83.32012,Active,1,1,1,86,11/1/1976,10/31/2030,7/31/2038,Toccoa Pines Antelope LLC,Profit Motivated,ANTELOPE EXCLUSIVE MANAGEMENT,Profit Motivated,800004917,71c*,10/30/2018,81c*,10/01/2014,81c*,10/01/2014,31,48,6,73,Family,660,1/1/1972,1/1/1972,96,44,1,1,0,GA06M000190,Active,LMSA,1b: Discretionary Authority Eligibility Mark-Up-To-Market,8/1/2018,7/31/2038,85,140.3,,GA06L000009,Inconclusive,LMSA,4: Request Renewal for Projects Exempt from OAHP,11/1/2010,10/31/2030,68,128.49,Missing from Subsequent Updates,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,20336
1037968,ASHLEY RIVERSIDE APARTMENTS,320 S Jackson St,Albany,GA,31701-6804,10500,Metropolitan Statistical Area,Dougherty,13095,13095001403,02,31.5735,-84.15356,Active,3,0,2,132,1/1/2004,1/1/2034,10/1/2053,SOUTH ALBANY VILLAGE LTD LP DBA ASHLEY RIVERSIDE,Multiple,INTEGRAL PROPERTY MANAGEMENT LLC,Multiple,800246783,,,,,,,12,79,12,,,682,1/1/2005,1/1/2006,,,1,0,0,GA06RD00045,Active,Sec 8 NC,,9/1/2018,8/31/2038,40,88.53,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,1,0,0,6111402,Active,207/ 223(F) PUR/ REFIN HSG,11/1/2018,10/1/2053,132,4004860.83,,,,,,,,4004860.83,,1,0,1,GAA2004085,Active,TCEP,1/1/2004,1/1/2034,105,New Construction,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,25736
1018485,MOUNTAIN WOODS APARTMENTS                         ,532 Ponders Dr SE,Dalton,GA,30721-1114,19140,Metropolitan Statistical Area,Whitfield,13313,13313001200,14,34.716897,-84.955271,Active,1,0,0,100,9/1/2018,8/31/2038,8/31/2038,TWB MOUNTAIN WOOD LLC,Profit Motivated,CAMBRIDGE MANAGEMENT INC,Profit Motivated,800004864,97c,11/07/2018,81c,03/29/2016,81c,03/29/2016,20,30,30,58,Family,730,1/1/1971,1/1/1971,94,123,1,0,0,GA06L000003,Active,LMSA,1a: Mark-Up-To-Market Eligibility,9/1/2018,8/31/2038,80,103.16,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
1037985,OPTIONS FOR LIVING EAST TWO                       ,614 Gorday Dr,Ashburn,GA,31714-1824,,,Turner,13287,13287970200,08,31.713375,-83.640638,Active,1,0,0,12,10/1/2018,9/30/2038,9/30/2038,OPTIONS FOR LIVING EAST TWO INC,Non-Profit,OPTIONS FOR LIVING EAST TWO INC,Non-Profit,800064842,91b,02/10/2017,91b,02/10/2017,91b,02/07/2017,10,,,,Disabled,660,1/1/1996,1/1/1996,,,1,0,0,GA06Q941005,Active,PRAC/811,,10/1/2018,9/30/2038,10,123.57,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,897
1037892,CAMPBELL STONE APARTMENTS,2911 Pharr Court South NW,Atlanta,GA,30305-2172,12060,Metropolitan Statistical Area,Fulton,13121,13121009502,05,33.834609,-84.384885,Active,4,0,2,342,12/1/1999,1/1/2037,9/1/2047,CAMPBELL STONE LP,Multiple,CAMPBELL STONE APTS INC,Non-Profit,800222372,71c,08/10/2018,71c,05/31/2017,71c,05/31/2017,330,12,,67,Elderly,1490,1/1/2005,1/1/2005,90,79,1,0,0,GA06M000185,Active,LMSA,1b: Discretionary Authority Eligibility Mark-Up-To-Market,11/1/2018,10/31/2038,106,86.85,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,2,0,1,6143113,Active,232 NURSING HOMES,12/1/1999,11/1/2039,54,,,6135812,Active,223(A)(7)/221(D)(4) MKT REFI/ MODERATE INCOME,10/1/2013,9/1/2047,342,,,1,0,0,GAA2007025,Active,TCEP,1/1/2007,1/1/2037,307,Acquisition and Rehab,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,252
1037937,KEYSTONE APARTMENTS                               ,145 N McDonough St,Jonesboro,GA,30236,12060,Metropolitan Statistical Area,Clayton,13063,13063040609,13,33.5357,-84.3381,Active,2,0,0,184,1/1/2016,10/31/2038,1/1/2046,HAMPSTEAD KEYSTONE PARTNERS LP,Profit Motivated,ROYAL AMERICAN MANAGEMENT INC,Profit Motivated,800005031,88c,11/16/2018,63c*,11/24/2015,63c*,11/24/2015,24,88,72,87,Family,1020,1/1/1979,1/1/1979,92,67,1,0,0,GA06E000002,Active,PD/8 Existing,1b: Discretionary Authority Eligibility Mark-Up-To-Market,11/1/2018,10/31/2038,184,94.33,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,1,0,0,GAA2016108,Active,TCEP,1/1/2016,1/1/2046,,Acquisition and Rehab,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,370
1018445,OXFORD VILLAGE TOWNHOUSES                         ,2980 Jonesboro Rd SE,Atlanta,GA,30354-4202,12060,Metropolitan Statistical Area,Fulton,13121,13121007300,05,33.67317,-84.37051,Active,1,1,0,188,5/1/2018,10/31/2018,10/31/2038,OXFORD VILLAGE TOWNHOUSES INC,Non-Profit,DWILLIAMS MANAGEMENT GROUP LLC,Profit Motivated,800004892,76c*,05/13/2015,76c*,05/13/2015,76c*,05/12/2015,9,118,61,90,Family,990,1/1/1971,1/1/1971,89,125,1,1,0,GA06M000175,Active,LMSA,2: Request Renewal Without Restructuring at or Below Comparable Rents,11/1/2018,10/31/2038,188,76.71,,GA06M000174,Inconclusive,LMSA,Renewal,5/1/2018,10/31/2018,88,60.74,End Date Passed,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
1018509,ALICE WILLIAMS TOWERS (SALEM BAPTIST CHURCH)      ,5480 Hillandale Dr,Lithonia,GA,30058-1861,12060,Metropolitan Statistical Area,Dekalb,13089,13089023310,04,33.70637,-84.161672,Active,1,0,0,45,11/1/2018,10/31/2038,10/31/2038,SALEM BAPTIST CHURCH(ALICE WILLIAMS TOWERS),Non-Profit,HOUSING RESOURCE CENTER,Profit Motivated,800064667,88c*,10/05/2018,91a,02/17/2015,91a,02/17/2015,44,0,0,81,Elderly,1180,1/1/1996,1/1/1996,100,71,1,0,0,GA06S961008,Active,PRAC/202,,11/1/2018,10/31/2038,44,72.36,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
1126939,LUCY MORGAN I,502 Borton St,LAGRANGE,GA,30241-4754,29300,Micropolitan Statistical Area,Troup,13285,13285960600,03,33.03092,-85.016815,Active,1,0,0,85,12/1/2018,11/30/2038,11/30/2038,LUCY MORGAN I LP,Profit Motivated,VANTAGE MANAGEMENT LLC,Profit Motivated,800248293,,,,,,,13,32,40,78,,796,,,64,1,1,0,0,GA06RD00048,Active,RAD PH Conv,,12/1/2018,11/30/2038,85,76.66,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
1037792,RIDGEWOOD HILLS TOWNHOUSE APARTMENTS LTD                ,208 Poole St,Lavonia,GA,30553-1444,,,Franklin,13119,13119890101,09,34.43599,-83.1007,Active,1,0,0,24,1/1/2019,12/31/2038,12/31/2038,LAVONIA INVESTMENT GROUP LTD,Profit Motivated,HALLMARK MANAGEMENT INC,Profit Motivated,800004939,91b*,08/17/2017,91b*,08/17/2017,84b*,08/27/2015,0,16,8,71,Family,660,1/1/1980,1/1/1980,94,46,1,0,0,GA06R000025,Active,515/8 NC,4: Request Renewal for Projects Exempt from OAHP,1/1/2019,12/31/2038,24,116.62,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,6
1015068,LINWOOD APARTMENTS,392 Linwood Dr,Gainesville,GA,30501-1144,23580,Metropolitan Statistical Area,Hall,13139,13139000400,09,34.33091,-83.84603,Active,1,0,1,100,9/1/1974,2/28/2039,2/28/2039,WESTLAKE LINWOOD HOUSING PARTNERS LP,Profit Motivated,ARCO MANAGEMENT CORPORATION,Profit Motivated,800004836,94a,06/19/2017,94a,06/19/2017,94a,06/14/2017,19,65,0,77,Family,1000,1/1/1970,1/1/1970,93,55,1,0,0,GA06L000028,Active,LMSA,1a: Mark-Up-To-Market Eligibility,3/1/2019,2/28/2039,84,127.29,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
1037861,LENOX SUMMIT,2449 E Club Dr NE,Brookhaven,GA,30319-3389,12060,Metropolitan Statistical Area,Dekalb,13089,13089021102,06,33.856681,-84.346832,Active,1,0,1,212,8/1/1979,2/28/2039,2/28/2039,ASHTON LENOX SUMMIT APARTMENT ASSOCIATES LP,Profit Motivated,SAGE APARTMENT COMMUNITIES INC,Profit Motivated,800004714,80c,03/19/2018,80c,03/19/2018,80c,03/16/2018,209,3,0,89,Elderly,1580,1/1/1977,1/1/1977,98,116,1,0,0,GA060005024,Active,Sec 8 NC,1b: Discretionary Authority Eligibility Mark-Up-To-Market,3/1/2019,2/28/2039,212,122.87,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,463
1037883,WESTLAKE APARTMENTS,1900 Westlake Ave,Savannah,GA,31405-6328,42340,Metropolitan Statistical Area,Chatham,13051,13051010502,01,32.03707,-81.14163,Active,1,0,1,100,11/1/1975,2/28/2039,2/28/2039,WESTLAKE LINWOOD HOUSING PARTNERS LP,Profit Motivated,ARCO MANAGEMENT CORPORATION,Profit Motivated,800005057,86c*,02/12/2018,86c*,02/12/2018,86c*,02/08/2018,10,56,34,93,Family,996,,,95,54,1,0,0,GA06M000110,Active,LMSA,1b: Discretionary Authority Eligibility Mark-Up-To-Market,3/1/2019,2/28/2039,100,104.79,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,502
1018239,THE ARC HOUSE,315 SMYRNA POWDER SPRINGS RD SE,SMYRNA,GA,30060,12060,Metropolitan Statistical Area,Cobb,13067,13067031116,13,33.890663,-84.544067,Active,1,0,0,4,3/2/2019,3/1/2039,3/1/2039,THE ARC HOUSE INC,Non-Profit,RIGHT IN THE COMMUNITY INC,Non-Profit,800064867,95a,03/14/2017,95a,03/14/2017,95a,03/13/2017,4,0,0,,Disabled,1130,1/1/1997,1/1/1997,,,1,0,0,GA06Q971006,Active,PRAC/811,,3/2/2019,3/1/2039,4,41.71,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
1018242,SUSSEX COURT RESIDENTIAL SERVICES INC,2275 Sussex Ct,Snellville,GA,30078-3120,12060,Metropolitan Statistical Area,Gwinnett,13135,13135050719,04,33.85172,-84.03261,Active,1,0,0,5,3/5/2019,3/4/2039,3/4/2039,SUSSEX COURT RESIDENTIAL SERVICES INC,Non-Profit,UNITED CEREBRAL PALSY OF GREATER ATLANTA,Non-Profit,800064854,80a,05/03/2018,80a,05/03/2018,74c,09/06/2016,4,0,0,,Disabled,1250,1/1/1997,1/1/1997,,,1,0,0,GA06Q961003,Active,PRAC/811,,3/5/2019,3/4/2039,4,31.05,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,
1037830,SMYRNA TOWERS                                     ,4000 S Cobb Dr SE,Smyrna,GA,30080-6325,12060,Metropolitan Statistical Area,Cobb,13067,13067031206,11,33.85454,-84.51387,Active,1,0,1,150,12/11/1980,3/31/2039,3/31/2039,Smyrna Towers LLC (DE),Multiple,SILVER TREE RESIDENTIAL LLC,Multiple,800004970,97b,12/06/2016,97b,12/06/2016,97b,12/05/2016,149,1,,59,Elderly,1130,1/1/1977,1/1/1977,99,68,1,0,0,GA06T771001,Active,202/8 NC,1b: Discretionary Authority Eligibility Mark-Up-To-Market,4/1/2019,3/31/2039,150,140.76,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,112
1038070,HAIRSTON LAKE APARTMENTS,1023 N Hairston Rd,Stone Mountain,GA,30083-2722,12060,Metropolitan Statistical Area,Dekalb,13089,13089021908,04,33.80578,-84.19357,Active,1,0,1,170,6/1/2014,3/31/2039,3/31/2039,RESERVE AT HAIRSTON LAKE LP,Profit Motivated,LEDIC MANAGEMENT GROUP LLC,Profit Motivated,800004879,93b*,03/10/2016,93b*,03/10/2016,93b*,03/07/2016,170,0,0,80,Partially elderly handicapped,1010,1/1/1977,1/1/1977,96,84,1,0,0,GA060005025,Active,Sec 8 NC,1b: Discretionary Authority Eligibility Mark-Up-To-Market,4/1/2019,3/31/2039,170,89.9,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,20320
